ProdID,Date,DeptID,MachineID,EmployeeID,QuantityProduced,TargetQuantity
PR018729,2025-08-31,1,MC004,EMP0017,61,181
PR018730,2025-08-31,1,MC001,EMP0097,64,181
PR018731,2025-08-31,1,MC002,EMP0177,66,181
PR018732,2025-08-31,1,MC005,EMP0160,57,181
PR018733,2025-08-31,1,MC006,EMP0177,58,181
PR018734,2025-08-31,1,MC003,EMP0163,61,181
PR018735,2025-08-31,2,MC017,EMP0123,38,120
PR018736,2025-08-31,2,MC018,EMP0115,46,120
PR018737,2025-08-31,2,MC012,EMP0042,38,120
PR018738,2025-08-31,2,MC016,EMP0169,41,120
PR018739,2025-08-31,2,MC009,EMP0040,40,120
PR018740,2025-08-31,2,MC010,EMP0089,38,120
PR018741,2025-08-31,2,MC011,EMP0040,40,120
PR018742,2025-08-31,3,MC020,EMP0099,55,158
PR018743,2025-08-31,3,MC024,EMP0010,56,158
PR018744,2025-08-31,3,MC022,EMP0033,55,158
PR018745,2025-08-31,3,MC019,EMP0179,51,158
PR018746,2025-08-31,3,MC021,EMP0082,53,158
PR018747,2025-08-31,4,MC025,EMP0132,63,200
PR018748,2025-08-31,4,MC028,EMP0154,79,200
PR018749,2025-08-31,4,MC029,EMP0087,59,200
PR018750,2025-08-31,4,MC026,EMP0109,62,200
PR018751,2025-08-31,5,MC035,EMP0060,43,142
PR018752,2025-08-31,5,MC031,EMP0058,54,142
PR018753,2025-08-31,5,MC032,EMP0080,52,142
PR018754,2025-08-31,5,MC034,EMP0164,47,142
PR018755,2025-08-31,5,MC030,EMP0101,50,142
PR018756,2025-08-31,6,MC039,EMP0100,120,325
PR018757,2025-08-31,6,MC038,EMP0152,97,325
PR018758,2025-08-31,6,MC036,EMP0155,114,325
PR018759,2025-09-01,1,MC003,EMP0162,236,181
PR018760,2025-09-01,1,MC006,EMP0075,177,181
PR018761,2025-09-01,1,MC008,EMP0066,203,181
PR018762,2025-09-01,1,MC001,EMP0008,181,181
PR018763,2025-09-01,1,MC007,EMP0151,202,181
PR018764,2025-09-01,1,MC004,EMP0075,205,181
PR018765,2025-09-01,2,MC016,EMP0042,126,120
PR018766,2025-09-01,2,MC012,EMP0095,127,120
PR018767,2025-09-01,2,MC014,EMP0076,127,120
PR018768,2025-09-01,2,MC011,EMP0138,148,120
PR018769,2025-09-01,2,MC015,EMP0147,125,120
PR018770,2025-09-01,2,MC018,EMP0063,152,120
PR018771,2025-09-01,2,MC017,EMP0081,109,120
PR018772,2025-09-01,3,MC023,EMP0159,154,158
PR018773,2025-09-01,3,MC019,EMP0055,170,158
PR018774,2025-09-01,3,MC024,EMP0134,200,158
PR018775,2025-09-01,3,MC020,EMP0055,166,158
PR018776,2025-09-01,4,MC029,EMP0127,215,200
PR018777,2025-09-01,4,MC025,EMP0062,250,200
PR018778,2025-09-01,4,MC027,EMP0023,248,200
PR018779,2025-09-01,4,MC028,EMP0062,264,200
PR018780,2025-09-01,5,MC034,EMP0003,161,142
PR018781,2025-09-01,5,MC033,EMP0003,177,142
PR018782,2025-09-01,5,MC030,EMP0003,179,142
PR018783,2025-09-01,5,MC032,EMP0086,141,142
PR018784,2025-09-01,6,MC039,EMP0100,382,325
PR018785,2025-09-01,6,MC038,EMP0046,424,325
PR018786,2025-09-01,6,MC037,EMP0065,383,325
PR018787,2025-09-02,1,MC005,EMP0163,207,181
PR018788,2025-09-02,1,MC002,EMP0130,224,181
PR018789,2025-09-02,1,MC006,EMP0018,205,181
PR018790,2025-09-02,1,MC001,EMP0052,193,181
PR018791,2025-09-02,1,MC007,EMP0052,184,181
PR018792,2025-09-02,1,MC003,EMP0037,187,181
PR018793,2025-09-02,1,MC004,EMP0097,213,181
PR018794,2025-09-02,2,MC014,EMP0067,123,120
PR018795,2025-09-02,2,MC016,EMP0024,126,120
PR018796,2025-09-02,2,MC009,EMP0146,152,120
PR018797,2025-09-02,2,MC010,EMP0048,127,120
PR018798,2025-09-02,2,MC018,EMP0024,145,120
PR018799,2025-09-02,2,MC015,EMP0170,130,120
PR018800,2025-09-02,2,MC017,EMP0114,157,120
PR018801,2025-09-02,2,MC012,EMP0079,149,120
PR018802,2025-09-02,3,MC021,EMP0159,168,158
PR018803,2025-09-02,3,MC019,EMP0111,171,158
PR018804,2025-09-02,3,MC023,EMP0029,150,158
PR018805,2025-09-02,3,MC022,EMP0034,163,158
PR018806,2025-09-02,4,MC027,EMP0132,252,200
PR018807,2025-09-02,4,MC028,EMP0109,277,200
PR018808,2025-09-02,4,MC029,EMP0011,277,200
PR018809,2025-09-02,4,MC026,EMP0002,219,200
PR018810,2025-09-02,5,MC035,EMP0060,136,142
PR018811,2025-09-02,5,MC033,EMP0056,171,142
PR018812,2025-09-02,5,MC034,EMP0058,151,142
PR018813,2025-09-02,5,MC032,EMP0028,166,142
PR018814,2025-09-02,6,MC038,EMP0065,346,325
PR018815,2025-09-02,6,MC039,EMP0046,365,325
PR018816,2025-09-02,6,MC037,EMP0120,419,325
PR018817,2025-09-03,1,MC004,EMP0141,201,181
PR018818,2025-09-03,1,MC002,EMP0119,228,181
PR018819,2025-09-03,1,MC003,EMP0167,226,181
PR018820,2025-09-03,1,MC005,EMP0007,203,181
PR018821,2025-09-03,1,MC007,EMP0176,219,181
PR018822,2025-09-03,1,MC006,EMP0167,210,181
PR018823,2025-09-03,2,MC013,EMP0063,124,120
PR018824,2025-09-03,2,MC017,EMP0169,123,120
PR018825,2025-09-03,2,MC016,EMP0140,126,120
PR018826,2025-09-03,2,MC012,EMP0140,120,120
PR018827,2025-09-03,2,MC011,EMP0051,118,120
PR018828,2025-09-03,2,MC018,EMP0051,128,120
PR018829,2025-09-03,2,MC009,EMP0106,127,120
PR018830,2025-09-03,2,MC014,EMP0098,117,120
PR018831,2025-09-03,2,MC010,EMP0048,129,120
PR018832,2025-09-03,3,MC020,EMP0134,171,158
PR018833,2025-09-03,3,MC019,EMP0084,187,158
PR018834,2025-09-03,3,MC022,EMP0064,156,158
PR018835,2025-09-03,3,MC021,EMP0039,186,158
PR018836,2025-09-03,3,MC023,EMP0172,175,158
PR018837,2025-09-03,4,MC029,EMP0023,230,200
PR018838,2025-09-03,4,MC026,EMP0071,203,200
PR018839,2025-09-03,4,MC025,EMP0071,258,200
PR018840,2025-09-03,5,MC033,EMP0003,160,142
PR018841,2025-09-03,5,MC034,EMP0058,158,142
PR018842,2025-09-03,5,MC031,EMP0096,160,142
PR018843,2025-09-03,5,MC030,EMP0164,130,142
PR018844,2025-09-03,5,MC032,EMP0068,128,142
PR018845,2025-09-03,6,MC037,EMP0171,395,325
PR018846,2025-09-03,6,MC038,EMP0085,350,325
PR018847,2025-09-03,6,MC039,EMP0155,366,325
PR018848,2025-09-04,1,MC002,EMP0054,199,181
PR018849,2025-09-04,1,MC003,EMP0005,214,181
PR018850,2025-09-04,1,MC006,EMP0094,199,181
PR018851,2025-09-04,1,MC004,EMP0112,206,181
PR018852,2025-09-04,1,MC005,EMP0107,193,181
PR018853,2025-09-04,1,MC001,EMP0030,210,181
PR018854,2025-09-04,2,MC016,EMP0148,120,120
PR018855,2025-09-04,2,MC009,EMP0113,119,120
PR018856,2025-09-04,2,MC011,EMP0012,124,120
PR018857,2025-09-04,2,MC015,EMP0041,151,120
PR018858,2025-09-04,2,MC014,EMP0140,125,120
PR018859,2025-09-04,2,MC012,EMP0148,136,120
PR018860,2025-09-04,2,MC010,EMP0114,131,120
PR018861,2025-09-04,2,MC017,EMP0098,131,120
PR018862,2025-09-04,2,MC018,EMP0009,136,120
PR018863,2025-09-04,3,MC023,EMP0125,170,158
PR018864,2025-09-04,3,MC019,EMP0055,178,158
PR018865,2025-09-04,3,MC022,EMP0033,162,158
PR018866,2025-09-04,3,MC021,EMP0006,178,158
PR018867,2025-09-04,4,MC028,EMP0174,246,200
PR018868,2025-09-04,4,MC025,EMP0153,221,200
PR018869,2025-09-04,4,MC026,EMP0156,236,200
PR018870,2025-09-04,4,MC029,EMP0019,214,200
PR018871,2025-09-04,5,MC031,EMP0058,143,142
PR018872,2025-09-04,5,MC034,EMP0165,138,142
PR018873,2025-09-04,5,MC035,EMP0003,154,142
PR018874,2025-09-04,5,MC033,EMP0164,151,142
PR018875,2025-09-04,6,MC036,EMP0155,348,325
PR018876,2025-09-04,6,MC039,EMP0171,340,325
PR018877,2025-09-04,6,MC037,EMP0120,343,325
PR018878,2025-09-05,1,MC006,EMP0151,179,181
PR018879,2025-09-05,1,MC002,EMP0025,191,181
PR018880,2025-09-05,1,MC007,EMP0007,167,181
PR018881,2025-09-05,1,MC004,EMP0052,189,181
PR018882,2025-09-05,1,MC001,EMP0075,164,181
PR018883,2025-09-05,1,MC003,EMP0110,153,181
PR018884,2025-09-05,1,MC008,EMP0072,183,181
PR018885,2025-09-05,2,MC015,EMP0026,109,120
PR018886,2025-09-05,2,MC013,EMP0051,109,120
PR018887,2025-09-05,2,MC017,EMP0146,118,120
PR018888,2025-09-05,2,MC014,EMP0103,108,120
PR018889,2025-09-05,2,MC011,EMP0074,120,120
PR018890,2025-09-05,2,MC010,EMP0169,106,120
PR018891,2025-09-05,2,MC009,EMP0178,103,120
PR018892,2025-09-05,2,MC018,EMP0079,88,120
PR018893,2025-09-05,2,MC012,EMP0169,105,120
PR018894,2025-09-05,3,MC020,EMP0143,135,158
PR018895,2025-09-05,3,MC023,EMP0033,156,158
PR018896,2025-09-05,3,MC021,EMP0180,153,158
PR018897,2025-09-05,3,MC019,EMP0078,168,158
PR018898,2025-09-05,3,MC022,EMP0029,123,158
PR018899,2025-09-05,4,MC027,EMP0014,194,200
PR018900,2025-09-05,4,MC025,EMP0022,189,200
PR018901,2025-09-05,4,MC029,EMP0093,189,200
PR018902,2025-09-05,4,MC028,EMP0014,193,200
PR018903,2025-09-05,5,MC035,EMP0086,126,142
PR018904,2025-09-05,5,MC032,EMP0101,130,142
PR018905,2025-09-05,5,MC030,EMP0060,136,142
PR018906,2025-09-05,5,MC034,EMP0080,138,142
PR018907,2025-09-05,5,MC033,EMP0086,123,142
PR018908,2025-09-05,6,MC039,EMP0085,272,325
PR018909,2025-09-05,6,MC036,EMP0120,302,325
PR018910,2025-09-05,6,MC038,EMP0065,310,325
PR018911,2025-09-06,1,MC004,EMP0008,206,181
PR018912,2025-09-06,1,MC006,EMP0044,178,181
PR018913,2025-09-06,1,MC001,EMP0158,224,181
PR018914,2025-09-06,1,MC008,EMP0037,214,181
PR018915,2025-09-06,1,MC005,EMP0057,231,181
PR018916,2025-09-06,1,MC003,EMP0075,187,181
PR018917,2025-09-06,1,MC002,EMP0163,233,181
PR018918,2025-09-06,2,MC009,EMP0129,136,120
PR018919,2025-09-06,2,MC012,EMP0113,135,120
PR018920,2025-09-06,2,MC011,EMP0027,128,120
PR018921,2025-09-06,2,MC018,EMP0133,121,120
PR018922,2025-09-06,2,MC013,EMP0147,109,120
PR018923,2025-09-06,2,MC010,EMP0148,121,120
PR018924,2025-09-06,2,MC016,EMP0090,122,120
PR018925,2025-09-06,3,MC023,EMP0029,167,158
PR018926,2025-09-06,3,MC020,EMP0010,191,158
PR018927,2025-09-06,3,MC024,EMP0078,194,158
PR018928,2025-09-06,3,MC022,EMP0134,161,158
PR018929,2025-09-06,4,MC025,EMP0127,277,200
PR018930,2025-09-06,4,MC026,EMP0023,237,200
PR018931,2025-09-06,4,MC029,EMP0022,264,200
PR018932,2025-09-06,4,MC028,EMP0121,207,200
PR018933,2025-09-06,5,MC031,EMP0068,146,142
PR018934,2025-09-06,5,MC030,EMP0086,153,142
PR018935,2025-09-06,5,MC033,EMP0164,155,142
PR018936,2025-09-06,5,MC035,EMP0150,132,142
PR018937,2025-09-06,6,MC038,EMP0100,369,325
PR018938,2025-09-06,6,MC036,EMP0155,340,325
PR018939,2025-09-06,6,MC039,EMP0046,353,325
PR018940,2025-09-07,1,MC001,EMP0112,68,181
PR018941,2025-09-07,1,MC004,EMP0038,75,181
PR018942,2025-09-07,1,MC006,EMP0168,76,181
PR018943,2025-09-07,1,MC007,EMP0052,66,181
PR018944,2025-09-07,1,MC005,EMP0054,72,181
PR018945,2025-09-07,1,MC003,EMP0162,57,181
PR018946,2025-09-07,1,MC002,EMP0072,72,181
PR018947,2025-09-07,2,MC010,EMP0170,48,120
PR018948,2025-09-07,2,MC017,EMP0083,40,120
PR018949,2025-09-07,2,MC009,EMP0117,48,120
PR018950,2025-09-07,2,MC013,EMP0040,44,120
PR018951,2025-09-07,2,MC015,EMP0047,48,120
PR018952,2025-09-07,2,MC018,EMP0133,42,120
PR018953,2025-09-07,2,MC012,EMP0040,43,120
PR018954,2025-09-07,3,MC021,EMP0124,61,158
PR018955,2025-09-07,3,MC022,EMP0082,69,158
PR018956,2025-09-07,3,MC019,EMP0179,68,158
PR018957,2025-09-07,3,MC024,EMP0029,55,158
PR018958,2025-09-07,3,MC023,EMP0099,66,158
PR018959,2025-09-07,4,MC028,EMP0002,86,200
PR018960,2025-09-07,4,MC029,EMP0043,81,200
PR018961,2025-09-07,4,MC027,EMP0121,85,200
PR018962,2025-09-07,5,MC035,EMP0145,56,142
PR018963,2025-09-07,5,MC032,EMP0003,67,142
PR018964,2025-09-07,5,MC031,EMP0101,57,142
PR018965,2025-09-07,5,MC030,EMP0150,55,142
PR018966,2025-09-07,5,MC033,EMP0080,62,142
PR018967,2025-09-07,6,MC037,EMP0144,136,325
PR018968,2025-09-07,6,MC038,EMP0065,137,325
PR018969,2025-09-07,6,MC039,EMP0085,124,325
PR018970,2025-09-08,1,MC005,EMP0057,202,181
PR018971,2025-09-08,1,MC006,EMP0104,189,181
PR018972,2025-09-08,1,MC003,EMP0091,180,181
PR018973,2025-09-08,1,MC004,EMP0141,210,181
PR018974,2025-09-08,1,MC001,EMP0110,181,181
PR018975,2025-09-08,1,MC002,EMP0141,215,181
PR018976,2025-09-08,2,MC011,EMP0106,119,120
PR018977,2025-09-08,2,MC016,EMP0103,144,120
PR018978,2025-09-08,2,MC017,EMP0146,109,120
PR018979,2025-09-08,2,MC010,EMP0021,133,120
PR018980,2025-09-08,2,MC013,EMP0157,117,120
PR018981,2025-09-08,2,MC015,EMP0070,140,120
PR018982,2025-09-08,2,MC014,EMP0041,142,120
PR018983,2025-09-08,2,MC012,EMP0009,123,120
PR018984,2025-09-08,3,MC022,EMP0029,167,158
PR018985,2025-09-08,3,MC020,EMP0180,188,158
PR018986,2025-09-08,3,MC021,EMP0033,177,158
PR018987,2025-09-08,3,MC023,EMP0064,166,158
PR018988,2025-09-08,4,MC027,EMP0050,260,200
PR018989,2025-09-08,4,MC029,EMP0132,251,200
PR018990,2025-09-08,4,MC026,EMP0108,229,200
PR018991,2025-09-08,4,MC025,EMP0059,210,200
PR018992,2025-09-08,5,MC031,EMP0003,150,142
PR018993,2025-09-08,5,MC035,EMP0165,174,142
PR018994,2025-09-08,5,MC034,EMP0060,161,142
PR018995,2025-09-08,5,MC032,EMP0068,154,142
PR018996,2025-09-08,5,MC030,EMP0165,160,142
PR018997,2025-09-08,6,MC039,EMP0144,375,325
PR018998,2025-09-08,6,MC037,EMP0046,354,325
PR018999,2025-09-08,6,MC038,EMP0142,376,325
PR019000,2025-09-09,1,MC004,EMP0168,175,181
PR019001,2025-09-09,1,MC008,EMP0141,188,181
PR019002,2025-09-09,1,MC001,EMP0061,209,181
PR019003,2025-09-09,1,MC002,EMP0018,176,181
PR019004,2025-09-09,1,MC005,EMP0091,186,181
PR019005,2025-09-09,1,MC006,EMP0176,188,181
PR019006,2025-09-09,1,MC007,EMP0167,214,181
PR019007,2025-09-09,2,MC010,EMP0117,137,120
PR019008,2025-09-09,2,MC016,EMP0077,137,120
PR019009,2025-09-09,2,MC017,EMP0077,123,120
PR019010,2025-09-09,2,MC014,EMP0036,127,120
PR019011,2025-09-09,2,MC015,EMP0090,151,120
PR019012,2025-09-09,2,MC012,EMP0036,127,120
PR019013,2025-09-09,2,MC011,EMP0001,116,120
PR019014,2025-09-09,3,MC023,EMP0143,171,158
PR019015,2025-09-09,3,MC022,EMP0034,164,158
PR019016,2025-09-09,3,MC020,EMP0122,174,158
PR019017,2025-09-09,3,MC021,EMP0010,181,158
PR019018,2025-09-09,3,MC024,EMP0125,184,158
PR019019,2025-09-09,4,MC026,EMP0011,271,200
PR019020,2025-09-09,4,MC028,EMP0108,214,200
PR019021,2025-09-09,4,MC029,EMP0050,256,200
PR019022,2025-09-09,4,MC027,EMP0154,262,200
PR019023,2025-09-09,5,MC031,EMP0080,162,142
PR019024,2025-09-09,5,MC033,EMP0165,155,142
PR019025,2025-09-09,5,MC034,EMP0086,135,142
PR019026,2025-09-09,5,MC035,EMP0080,147,142
PR019027,2025-09-09,6,MC039,EMP0100,423,325
PR019028,2025-09-09,6,MC037,EMP0046,367,325
PR019029,2025-09-09,6,MC036,EMP0046,376,325
PR019030,2025-09-10,1,MC003,EMP0073,196,181
PR019031,2025-09-10,1,MC007,EMP0141,215,181
PR019032,2025-09-10,1,MC006,EMP0008,224,181
PR019033,2025-09-10,1,MC002,EMP0092,206,181
PR019034,2025-09-10,1,MC008,EMP0151,220,181
PR019035,2025-09-10,1,MC005,EMP0168,199,181
PR019036,2025-09-10,1,MC004,EMP0107,209,181
PR019037,2025-09-10,2,MC017,EMP0146,140,120
PR019038,2025-09-10,2,MC015,EMP0024,147,120
PR019039,2025-09-10,2,MC009,EMP0077,146,120
PR019040,2025-09-10,2,MC012,EMP0077,125,120
PR019041,2025-09-10,2,MC010,EMP0012,134,120
PR019042,2025-09-10,2,MC013,EMP0178,118,120
PR019043,2025-09-10,2,MC011,EMP0090,122,120
PR019044,2025-09-10,2,MC014,EMP0042,150,120
PR019045,2025-09-10,3,MC019,EMP0064,151,158
PR019046,2025-09-10,3,MC020,EMP0082,148,158
PR019047,2025-09-10,3,MC024,EMP0134,170,158
PR019048,2025-09-10,3,MC022,EMP0055,176,158
PR019049,2025-09-10,4,MC028,EMP0093,256,200
PR019050,2025-09-10,4,MC025,EMP0043,236,200
PR019051,2025-09-10,4,MC029,EMP0093,216,200
PR019052,2025-09-10,4,MC026,EMP0108,274,200
PR019053,2025-09-10,5,MC035,EMP0080,153,142
PR019054,2025-09-10,5,MC032,EMP0150,129,142
PR019055,2025-09-10,5,MC034,EMP0060,157,142
PR019056,2025-09-10,5,MC033,EMP0028,147,142
PR019057,2025-09-10,5,MC030,EMP0145,164,142
PR019058,2025-09-10,6,MC038,EMP0171,389,325
PR019059,2025-09-10,6,MC036,EMP0144,335,325
PR019060,2025-09-10,6,MC037,EMP0155,368,325
PR019061,2025-09-11,1,MC008,EMP0025,211,181
PR019062,2025-09-11,1,MC002,EMP0044,193,181
PR019063,2025-09-11,1,MC004,EMP0037,181,181
PR019064,2025-09-11,1,MC007,EMP0130,198,181
PR019065,2025-09-11,1,MC003,EMP0119,202,181
PR019066,2025-09-11,1,MC001,EMP0066,204,181
PR019067,2025-09-11,2,MC010,EMP0048,132,120
PR019068,2025-09-11,2,MC015,EMP0098,120,120
PR019069,2025-09-11,2,MC016,EMP0079,126,120
PR019070,2025-09-11,2,MC018,EMP0114,120,120
PR019071,2025-09-11,2,MC012,EMP0139,136,120
PR019072,2025-09-11,2,MC011,EMP0170,125,120
PR019073,2025-09-11,2,MC013,EMP0021,142,120
PR019074,2025-09-11,2,MC017,EMP0063,127,120
PR019075,2025-09-11,3,MC020,EMP0134,198,158
PR019076,2025-09-11,3,MC024,EMP0179,184,158
PR019077,2025-09-11,3,MC023,EMP0180,192,158
PR019078,2025-09-11,3,MC022,EMP0010,161,158
PR019079,2025-09-11,4,MC028,EMP0022,257,200
PR019080,2025-09-11,4,MC027,EMP0121,218,200
PR019081,2025-09-11,4,MC025,EMP0022,202,200
PR019082,2025-09-11,4,MC029,EMP0022,274,200
PR019083,2025-09-11,5,MC031,EMP0165,165,142
PR019084,2025-09-11,5,MC030,EMP0028,152,142
PR019085,2025-09-11,5,MC032,EMP0145,144,142
PR019086,2025-09-11,5,MC035,EMP0164,179,142
PR019087,2025-09-11,6,MC037,EMP0144,374,325
PR019088,2025-09-11,6,MC036,EMP0053,388,325
PR019089,2025-09-11,6,MC038,EMP0144,364,325
PR019090,2025-09-12,1,MC005,EMP0044,191,181
PR019091,2025-09-12,1,MC008,EMP0163,172,181
PR019092,2025-09-12,1,MC001,EMP0061,181,181
PR019093,2025-09-12,1,MC004,EMP0141,174,181
PR019094,2025-09-12,1,MC002,EMP0061,152,181
PR019095,2025-09-12,1,MC006,EMP0052,169,181
PR019096,2025-09-12,1,MC003,EMP0163,148,181
PR019097,2025-09-12,2,MC015,EMP0147,105,120
PR019098,2025-09-12,2,MC016,EMP0042,112,120
PR019099,2025-09-12,2,MC014,EMP0077,121,120
PR019100,2025-09-12,2,MC009,EMP0047,104,120
PR019101,2025-09-12,2,MC013,EMP0135,128,120
PR019102,2025-09-12,2,MC010,EMP0027,109,120
PR019103,2025-09-12,2,MC011,EMP0015,103,120
PR019104,2025-09-12,2,MC017,EMP0106,107,120
PR019105,2025-09-12,3,MC021,EMP0078,143,158
PR019106,2025-09-12,3,MC023,EMP0125,142,158
PR019107,2025-09-12,3,MC019,EMP0016,125,158
PR019108,2025-09-12,3,MC020,EMP0084,164,158
PR019109,2025-09-12,3,MC024,EMP0064,160,158
PR019110,2025-09-12,4,MC029,EMP0127,228,200
PR019111,2025-09-12,4,MC026,EMP0093,202,200
PR019112,2025-09-12,4,MC027,EMP0153,211,200
PR019113,2025-09-12,4,MC025,EMP0049,208,200
PR019114,2025-09-12,5,MC034,EMP0056,133,142
PR019115,2025-09-12,5,MC033,EMP0086,139,142
PR019116,2025-09-12,5,MC031,EMP0101,147,142
PR019117,2025-09-12,5,MC032,EMP0145,119,142
PR019118,2025-09-12,5,MC030,EMP0096,118,142
PR019119,2025-09-12,6,MC038,EMP0100,301,325
PR019120,2025-09-12,6,MC037,EMP0120,343,325
PR019121,2025-09-12,6,MC036,EMP0065,322,325
PR019122,2025-09-13,1,MC001,EMP0168,162,181
PR019123,2025-09-13,1,MC004,EMP0160,228,181
PR019124,2025-09-13,1,MC005,EMP0072,197,181
PR019125,2025-09-13,1,MC007,EMP0008,183,181
PR019126,2025-09-13,1,MC003,EMP0118,202,181
PR019127,2025-09-13,1,MC002,EMP0104,212,181
PR019128,2025-09-13,2,MC016,EMP0133,112,120
PR019129,2025-09-13,2,MC011,EMP0042,124,120
PR019130,2025-09-13,2,MC014,EMP0083,113,120
PR019131,2025-09-13,2,MC017,EMP0115,148,120
PR019132,2025-09-13,2,MC015,EMP0040,142,120
PR019133,2025-09-13,2,MC018,EMP0035,117,120
PR019134,2025-09-13,2,MC012,EMP0098,144,120
PR019135,2025-09-13,2,MC013,EMP0024,123,120
PR019136,2025-09-13,3,MC019,EMP0136,172,158
PR019137,2025-09-13,3,MC023,EMP0136,167,158
PR019138,2025-09-13,3,MC022,EMP0159,175,158
PR019139,2025-09-13,3,MC020,EMP0136,168,158
PR019140,2025-09-13,3,MC021,EMP0078,170,158
PR019141,2025-09-13,4,MC026,EMP0108,208,200
PR019142,2025-09-13,4,MC027,EMP0050,211,200
PR019143,2025-09-13,4,MC028,EMP0127,240,200
PR019144,2025-09-13,4,MC029,EMP0022,228,200
PR019145,2025-09-13,5,MC031,EMP0164,141,142
PR019146,2025-09-13,5,MC035,EMP0003,167,142
PR019147,2025-09-13,5,MC033,EMP0068,163,142
PR019148,2025-09-13,5,MC034,EMP0145,150,142
PR019149,2025-09-13,5,MC030,EMP0058,145,142
PR019150,2025-09-13,6,MC038,EMP0046,343,325
PR019151,2025-09-13,6,MC039,EMP0152,412,325
PR019152,2025-09-13,6,MC037,EMP0053,350,325
PR019153,2025-09-14,1,MC003,EMP0054,71,181
PR019154,2025-09-14,1,MC004,EMP0091,59,181
PR019155,2025-09-14,1,MC007,EMP0177,82,181
PR019156,2025-09-14,1,MC001,EMP0017,75,181
PR019157,2025-09-14,1,MC006,EMP0044,73,181
PR019158,2025-09-14,1,MC008,EMP0176,75,181
PR019159,2025-09-14,1,MC005,EMP0158,71,181
PR019160,2025-09-14,2,MC013,EMP0148,50,120
PR019161,2025-09-14,2,MC010,EMP0051,42,120
PR019162,2025-09-14,2,MC014,EMP0178,45,120
PR019163,2025-09-14,2,MC018,EMP0079,45,120
PR019164,2025-09-14,2,MC015,EMP0004,50,120
PR019165,2025-09-14,2,MC016,EMP0146,38,120
PR019166,2025-09-14,2,MC009,EMP0157,46,120
PR019167,2025-09-14,3,MC024,EMP0099,70,158
PR019168,2025-09-14,3,MC021,EMP0069,52,158
PR019169,2025-09-14,3,MC023,EMP0125,50,158
PR019170,2025-09-14,3,MC022,EMP0034,55,158
PR019171,2025-09-14,4,MC027,EMP0156,71,200
PR019172,2025-09-14,4,MC026,EMP0043,91,200
PR019173,2025-09-14,4,MC028,EMP0022,92,200
PR019174,2025-09-14,5,MC032,EMP0058,53,142
PR019175,2025-09-14,5,MC035,EMP0086,51,142
PR019176,2025-09-14,5,MC034,EMP0028,58,142
PR019177,2025-09-14,5,MC030,EMP0150,57,142
PR019178,2025-09-14,6,MC036,EMP0152,127,325
PR019179,2025-09-14,6,MC037,EMP0171,121,325
PR019180,2025-09-14,6,MC038,EMP0053,143,325
PR019181,2025-09-15,1,MC004,EMP0075,226,181
PR019182,2025-09-15,1,MC005,EMP0118,205,181
PR019183,2025-09-15,1,MC002,EMP0066,182,181
PR019184,2025-09-15,1,MC007,EMP0118,205,181
PR019185,2025-09-15,1,MC001,EMP0151,198,181
PR019186,2025-09-15,1,MC003,EMP0126,223,181
PR019187,2025-09-15,1,MC006,EMP0119,206,181
PR019188,2025-09-15,2,MC012,EMP0077,134,120
PR019189,2025-09-15,2,MC016,EMP0157,118,120
PR019190,2025-09-15,2,MC015,EMP0027,137,120
PR019191,2025-09-15,2,MC014,EMP0012,133,120
PR019192,2025-09-15,2,MC018,EMP0138,126,120
PR019193,2025-09-15,2,MC009,EMP0113,136,120
PR019194,2025-09-15,2,MC011,EMP0015,129,120
PR019195,2025-09-15,2,MC010,EMP0083,124,120
PR019196,2025-09-15,2,MC017,EMP0113,131,120
PR019197,2025-09-15,3,MC023,EMP0006,181,158
PR019198,2025-09-15,3,MC020,EMP0069,171,158
PR019199,2025-09-15,3,MC021,EMP0013,176,158
PR019200,2025-09-15,3,MC022,EMP0033,207,158
PR019201,2025-09-15,3,MC019,EMP0069,172,158
PR019202,2025-09-15,4,MC028,EMP0071,239,200
PR019203,2025-09-15,4,MC027,EMP0153,237,200
PR019204,2025-09-15,4,MC025,EMP0108,251,200
PR019205,2025-09-15,5,MC030,EMP0028,151,142
PR019206,2025-09-15,5,MC032,EMP0096,170,142
PR019207,2025-09-15,5,MC033,EMP0060,138,142
PR019208,2025-09-15,5,MC034,EMP0056,158,142
PR019209,2025-09-15,6,MC036,EMP0171,348,325
PR019210,2025-09-15,6,MC037,EMP0152,308,325
PR019211,2025-09-15,6,MC038,EMP0152,428,325
PR019212,2025-09-16,1,MC002,EMP0119,182,181
PR019213,2025-09-16,1,MC006,EMP0025,169,181
PR019214,2025-09-16,1,MC004,EMP0061,183,181
PR019215,2025-09-16,1,MC007,EMP0091,209,181
PR019216,2025-09-16,1,MC008,EMP0161,184,181
PR019217,2025-09-16,1,MC003,EMP0018,207,181
PR019218,2025-09-16,2,MC012,EMP0098,136,120
PR019219,2025-09-16,2,MC018,EMP0004,117,120
PR019220,2025-09-16,2,MC010,EMP0148,129,120
PR019221,2025-09-16,2,MC016,EMP0103,124,120
PR019222,2025-09-16,2,MC015,EMP0138,145,120
PR019223,2025-09-16,2,MC009,EMP0116,139,120
PR019224,2025-09-16,2,MC014,EMP0070,141,120
PR019225,2025-09-16,2,MC017,EMP0027,144,120
PR019226,2025-09-16,2,MC011,EMP0035,125,120
